56.5,0
56.0,0
56.0,0
52.0,0
63.0,1
53.0,0
69.5,1
55.5,0
59.5,1
53.0,0
58.5,1
55.5,0
63.5,1
64.0,1
61.0,1
54.5,0
56.5,1
59.5,1
57.0,1
57.5,1
62.0,1
49.5,0
59.0,0
64.0,1
49.5,0
57.5,0
55.0,0
55.0,0
59.5,0
64.5,1
70.0,1
62.0,1
59.0,1
63.0,0
51.0,0
53.0,0
56.0,0
57.5,0
56.0,0
68.0,1
57.0,0
59.5,0
63.5,1
55.5,0
67.5,1
52.5,0
56.0,0
47.0,0
58.0,0
62.0,0
66.0,1
66.0,1
61.0,1
62.5,1
52.5,0
55.5,1
58.0,1
58.0,0
67.5,1
56.5,0
55.5,0
58.5,0
55.0,0
60.0,0
60.0,1
66.5,1
54.0,0
69.0,1
58.5,1
63.0,1
53.0,0
57.0,0
61.0,1
61.0,1
56.5,0
56.0,1
59.0,1
62.5,0
55.5,0
66.5,1
53.0,0
59.5,1
59.5,0
48.5,0
62.0,1
59.5,0
61.5,1
60.0,1
56.5,0
52.0,0
56.5,0
56.5,0
60.0,1
69.0,1
57.0,0
59.0,0
62.5,1
59.0,0
56.5,0
55.5,0
62.0,1
51.0,0
56.5,0
57.5,0
62.5,1
47.0,0
53.5,0
52.5,1
52.5,0
53.0,0
58.0,1
58.5,0
59.0,1
55.5,0
58.5,0
56.5,0
59.0,1
59.5,1
59.5,1
57.0,0
54.0,0
60.0,1
66.5,1
59.5,0
60.0,1
63.5,1
54.5,1
57.5,0
55.0,0
54.5,0
65.0,1
54.0,0
55.0,0
54.0,0
56.5,0
63.5,1
63.0,1
56.5,0
63.0,1
56.0,0
63.5,1
53.0,0
54.0,0
62.0,1
54.5,0
62.0,1
59.5,1
62.0,1
56.5,0
58.0,1
68.0,1
61.0,1
67.0,1
59.5,0
59.5,0
60.0,1
60.0,0
68.0,1
54.5,0
61.5,0
61.5,1
60.0,1
67.0,1
62.5,1
56.5,1
60.5,0
57.0,0
53.5,0
59.0,0
69.0,1
57.0,1
61.0,1
57.5,0
63.0,0
66.0,1
57.5,0
54.0,0
65.5,1
62.0,1
61.5,1
62.0,1
55.5,0
60.0,0
55.5,0
53.0,0
49.5,0
61.0,1
57.5,1
58.5,0
58.0,0
54.0,0
67.0,1
61.0,1
59.5,1
61.0,0
55.5,0
58.0,1
57.5,0
58.5,0
55.0,0
58.0,0
62.0,1
61.0,1
59.5,1
56.5,0
60.5,1
56.0,0
60.5,1
53.5,0
72.0,1
56.0,1
65.0,1
64.0,1
50.5,0
61.0,1
69.5,1
52.0,0
59.0,0
61.5,0
64.0,0
62.0,1
60.5,1
61.5,1
56.0,0
55.5,0
62.5,1
64.5,1
53.5,0
59.5,1
56.0,0
71.0,1
54.0,0
64.0,1
60.0,0
55.5,0
58.0,0
62.0,1
66.5,1
61.0,1
67.5,1
62.5,1
57.0,1
60.0,0
60.0,1
57.0,1
56.0,0
59.0,0
55.5,0
52.0,0
64.0,1
60.5,0
58.5,1
55.0,0
53.5,0
52.5,0
65.5,1
62.5,1
59.5,1
65.5,1
52.0,0
51.5,0
61.0,1
52.5,1
59.0,0
60.0,0
63.0,1
57.5,0
58.5,1
48.0,0
67.0,1
64.5,1
61.0,1
57.0,0
54.0,0
57.5,1
54.5,0
57.0,1
55.5,0
60.5,0
64.5,1
53.5,0
60.5,1
64.5,1
53.5,0
61.0,1
62.5,1
52.5,0
54.5,0
63.5,1
54.0,0
50.0,0
60.5,1
54.0,0
62.5,1
58.5,0
60.0,1
65.5,1
63.5,1
62.5,1
59.0,0
57.0,0
59.5,1
60.5,1
55.5,0
60.5,1
59.0,1
65.0,1
58.5,0
66.0,1
53.5,0
55.0,1
55.5,0
60.0,1
54.0,0
50.0,0
61.5,1
64.0,1
57.0,0
62.5,1
55.0,0
58.0,0
65.5,1
62.5,1
62.5,1
56.0,1
65.0,1
57.5,0
64.5,1
53.0,0
59.0,0
53.0,0
55.0,0
52.0,0
63.0,1
49.5,0
53.0,0
70.5,1
52.5,0
54.0,0
63.0,1
60.5,1
57.5,0
54.5,0
60.5,0
60.5,1
58.5,1
63.0,1
60.5,1
55.5,0
62.0,1
57.5,0
56.0,1
51.0,0
59.5,0
61.5,1
66.0,1
63.0,1
64.5,1
55.5,0
61.5,1
66.5,1
55.5,0
61.0,1
68.5,1
57.5,0
54.5,1
64.0,1
69.0,1
57.0,0
61.0,1
59.5,1
59.0,1
61.0,1
66.5,1
60.5,1
56.0,0
56.0,0
50.5,0
55.0,0
57.0,0
52.5,0
63.0,1
60.0,1
59.5,1
51.0,0
54.0,0
59.5,0
56.0,1
65.0,1
59.0,0
61.5,1
54.0,0
50.5,1
58.5,0
67.0,1
57.5,0
60.5,1
59.5,1
53.5,0
60.5,1
